system:index,Aspect,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,Clay_Alteration_Index,Elevation,Ferrous_Index,Iron_Oxide_Index,NBR,NDMI,NDRE,NDVI,NIR_Red_Ratio,NIR_SWIR2_Ratio,Red_Green_Ratio,SWIR_Green_Ratio,SWIR_NIR_Ratio,SWIR_Ratio,SWIR_Red_Ratio,Slope,VH,VV,VV_VH_Difference,latitude,longitude,.geo
49_58_0,138.96295,1905.0,976.0,410.0,575.0,581.0,1036.0,1862.0,2149.0,2201.0,2402.0,1.9518442,374.0,0.4434348,1.4170731,0.38558388,0.07208963,0.39732403,0.5823149,3.788296,2.255123,1.0104347,3.3130436,0.86551565,0.51233596,3.2788296,15.588781,-12.658308,-5.345391,7.3129177,21.884999999999998,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_59_0,28.31884,1898.0,1082.0,493.0,656.0,604.0,1088.0,1965.0,2287.0,2408.0,2568.0,1.754159,360.0,0.44933555,1.2251521,0.3799427,0.118439384,0.404814,0.5989376,3.986755,2.2255082,0.9207317,2.8932927,0.788206,0.5700738,3.142384,1.0534635,-14.928017,-8.750532,6.1774845,21.895,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_60_0,312.85532,2749.0,1881.0,644.0,897.0,964.0,1476.0,2125.0,2367.0,2438.0,2625.0,1.4614567,358.0,0.771534,1.4968944,0.12896504,-0.059957586,0.28017557,0.43327454,2.5290456,1.2961191,1.0746934,3.06466,1.1275636,0.6842488,2.8516598,0.68179685,-17.100592,-9.883638,7.2169533,21.905,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_61_0,119.10223,2306.0,1405.0,508.0,728.0,716.0,1199.0,1952.0,2198.0,2272.0,2527.0,1.6412811,361.0,0.6183979,1.4094489,0.23579004,-0.007426824,0.35641438,0.5207497,3.1731844,1.6170819,0.98351645,3.1675825,1.0149648,0.6092801,3.2206705,2.85808,-15.080593,-8.870779,6.2098145,21.915,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_62_0,318.06653,2398.0,1599.0,694.0,905.0,896.0,1370.0,2224.0,2521.0,2579.0,2808.0,1.4996873,353.0,0.62000775,1.2910663,0.234562,0.03636729,0.34418383,0.48431656,2.878348,1.6128831,0.99005526,2.6497238,0.92981774,0.6668057,2.6763394,3.7349792,-16.277218,-9.689116,6.588103,21.925,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_63_0,121.7329,1924.0,1169.0,650.0,879.0,924.0,1389.0,2098.0,2542.0,2556.0,2635.0,1.6458511,351.0,0.45735523,1.4215385,0.372349,0.14107142,0.30964214,0.46896553,2.7662337,2.186484,1.0511945,2.1888509,0.75273865,0.60758835,2.082251,1.762868,-16.243484,-9.952955,6.2905293,21.935,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_64_0,270.0,3363.0,2482.0,812.0,1080.0,1307.0,1771.0,2280.0,2546.0,2677.0,2853.0,1.3549557,352.0,0.9271573,1.6096059,0.037798025,-0.11357616,0.23399654,0.3438755,2.048202,1.0785657,1.2101852,3.113889,1.256257,0.7380315,2.5730681,0.99984527,-17.312765,-10.746423,6.566343,21.945,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_65_0,114.87892,3444.0,2413.0,697.0,975.0,1124.0,1671.0,2490.0,2834.0,3016.0,3234.0,1.427269,352.0,0.8000663,1.6126255,0.11107018,-0.06625387,0.31865445,0.45700485,2.683274,1.2498964,1.1528205,3.5323076,1.1419098,0.7006388,3.0640569,1.1021771,-17.909916,-10.684344,7.22557,21.955,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_66_0,312.84314,2378.0,1481.0,558.0,759.0,775.0,1226.0,1955.0,2235.0,2376.0,2542.0,1.6056719,349.0,0.6233165,1.3888888,0.23204564,-4.2069837E-4,0.3492569,0.50809264,3.0658064,1.6043214,1.0210804,3.1330698,1.0008417,0.62279224,3.068387,1.3637125,-17.171787,-10.481473,6.6903133,21.965,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_67_0,110.35179,3146.0,2195.0,675.0,869.0,1003.0,1510.0,2148.0,2461.0,2607.0,2791.0,1.4332575,350.0,0.84196395,1.4859259,0.085797586,-0.09369025,0.2978377,0.44432133,2.5992024,1.1876993,1.1542002,3.620253,1.2067511,0.6977114,3.1365902,2.6649408,-16.528378,-9.639504,6.8888726,21.975,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_68_0,132.83923,2336.0,1481.0,605.0,833.0,834.0,1319.0,2173.0,2516.0,2618.0,2794.0,1.5773126,352.0,0.565699,1.3785124,0.27738473,0.0569237,0.358619,0.51680183,3.1390886,1.7677245,1.0012004,2.8043218,0.8922842,0.63398975,2.8009593,2.0452366,-15.486297,-9.0442915,6.442005,21.985,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_69_0,107.17494,2729.0,1920.0,728.0,941.0,1066.0,1536.0,2134.0,2498.0,2584.0,2731.0,1.4213542,351.0,0.74303406,1.4642857,0.1474245,-0.02729155,0.28005624,0.41589043,2.424015,1.3458333,1.1328374,2.9001062,1.0561146,0.7035544,2.5600376,1.5700805,-16.254482,-10.063154,6.191328,21.995,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_70_0,47.1648,2564.0,1740.0,713.0,1012.0,1032.0,1527.0,2095.0,2354.0,2483.0,2561.0,1.4735632,356.0,0.7007652,1.4474053,0.17594127,-0.016049137,0.2529354,0.41280228,2.4060078,1.4270115,1.0197629,2.5335968,1.0326219,0.67862713,2.484496,0.68205476,-18.08171,-10.594243,7.4874687,22.005,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_71_0,132.8333,2605.5,1839.0,644.5,891.0,1005.5,1436.5,2165.0,2425.5,2513.5,2640.0,1.4168026,352.0,0.7316491,1.5601242,0.15496841,-0.01797226,0.29522875,0.42853084,2.4997513,1.3667754,1.1285073,2.9242425,1.0366024,0.7058146,2.591248,2.0454648,-16.58214,-9.621113,6.9610276,22.015,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_72_0,-0.0,2568.0,1848.5,682.5,901.5,1111.5,1502.5,2188.0,2458.0,2506.5,2715.5,1.3892345,353.0,0.73748255,1.6285714,0.1510907,-0.012119421,0.28757706,0.38557214,2.2550607,1.3559643,1.2329451,2.8485856,1.0245363,0.71982086,2.3103914,0.46373534,-17.086441,-9.827772,7.258668,22.025,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_73_0,249.65619,2741.5,1926.5,672.5,888.5,982.0,1439.0,2125.5,2418.5,2584.5,2695.5,1.423047,345.0,0.7454053,1.4602231,0.14586566,-0.029478032,0.30390614,0.44932005,2.6318738,1.341552,1.1052336,3.0855374,1.0607468,0.7027175,2.7917516,2.66594,-16.137766,-9.131442,7.0063233,22.035,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_74_0,180.0,2549.5,1807.5,710.0,940.5,1132.5,1473.0,2037.0,2273.5,2327.5,2540.5,1.4105117,351.0,0.7765843,1.5950705,0.12575574,-0.045519788,0.26597732,0.34537572,2.0551877,1.2876902,1.2041467,2.710792,1.0953813,0.70896256,2.251214,1.3909631,-17.536047,-10.046964,7.4890823,22.044999999999998,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_75_0,53.444553,2824.0,1943.0,637.5,839.5,998.5,1401.5,1988.5,2272.0,2359.0,2595.5,1.4534225,355.0,0.8236541,1.5662745,0.09669921,-0.08971638,0.29872406,0.40521222,2.3625438,1.2141019,1.1893984,3.363907,1.1971174,0.68803114,2.8282423,3.1114116,-16.95685,-10.047271,6.909579,22.055,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_76_0,58.290592,2614.5,1741.0,609.0,822.5,903.0,1394.0,2121.5,2428.0,2554.5,2733.5,1.5017232,352.0,0.6815424,1.4827586,0.18938424,-0.011607661,0.3245306,0.47765726,2.8289037,1.4672602,1.0978724,3.1787233,1.0234879,0.6659017,2.8953488,1.764037,-15.619701,-8.500985,7.118716,22.065,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_77_0,90.0,2648.5,1759.0,589.5,800.5,889.5,1343.0,2045.5,2313.0,2445.0,2614.5,1.5056851,350.0,0.7194274,1.5089059,0.16317792,-0.03995288,0.3212887,0.46648672,2.7487352,1.3899943,1.1111805,3.308557,1.0832311,0.6641495,2.9775155,1.5009471,-16.299603,-9.071494,7.228108,22.075,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_78_0,270.0,3482.5,2577.0,832.0,1133.5,1438.5,1869.0,2339.5,2625.5,2761.0,2928.5,1.3513776,359.0,0.9333575,1.7289664,0.03446984,-0.11556018,0.2208442,0.31491843,1.9193604,1.0714009,1.2690781,3.0723424,1.2613183,0.73998564,2.4209247,1.0008295,-19.229073,-11.675997,7.5530753,22.085,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_79_0,270.0,2882.5,2027.5,685.5,944.5,1122.5,1514.0,2182.5,2437.0,2498.5,2684.0,1.4217016,357.0,0.8114869,1.6374909,0.1040654,-0.0713622,0.27870414,0.3800055,2.225835,1.2323058,1.1884595,3.0518794,1.1536922,0.7033825,2.5679288,2.5009258,-18.058706,-10.359365,7.6993413,22.095,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_80_0,180.0,2685.5,1825.0,651.0,894.5,1061.5,1421.5,2076.5,2316.0,2455.0,2632.5,1.4715068,356.0,0.74338084,1.6305684,0.14719626,-0.044839997,0.29871732,0.39627472,2.312765,1.3452054,1.1866965,3.002236,1.0938901,0.6795755,2.5299106,0.46373534,-17.943577,-10.217495,7.7260833,22.105,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_81_0,331.64392,4576.5,4121.5,1266.0,1738.5,2282.5,2742.5,3036.0,3290.5,3331.5,3505.5,1.1103967,348.0,1.2371304,1.8029226,-0.105997585,-0.1574355,0.12211908,0.18685429,1.4595838,0.8083222,1.3129134,2.6324418,1.3737055,0.90057904,2.0050383,2.1069527,-20.2736,-11.930635,8.342964,22.115,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_82_0,180.0,2920.5,2222.0,778.0,1029.0,1195.5,1597.0,2087.0,2363.0,2527.5,2686.5,1.3143564,353.0,0.8791296,1.5366324,0.06432256,-0.072136566,0.25434807,0.357776,2.1141782,1.1374887,1.1618075,2.8381925,1.1554896,0.7608286,2.442911,0.46373534,-18.811672,-10.864583,7.9470897,22.125,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_83_0,24.828587,2886.5,1995.0,556.0,763.5,836.5,1276.0,1993.0,2252.5,2429.5,2561.0,1.4468671,364.0,0.8211566,1.5044965,0.09820319,-0.08596689,0.33489704,0.48775262,2.9043634,1.2177945,1.0956123,3.7806156,1.1881045,0.69114846,3.4506874,3.572196,-15.167817,-7.7740283,7.3937883,22.135,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_84_0,132.8069,2552.5,1990.0,656.0,938.5,1080.0,1453.5,1978.0,2213.0,2254.0,2417.0,1.2826633,358.0,0.8828749,1.6463414,0.062205467,-0.062103402,0.24893424,0.35212958,2.087037,1.1326634,1.1507725,2.7197657,1.1324313,0.7796278,2.363426,0.6824184,-16.7189,-8.900985,7.8179154,22.145,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_85_0,90.0,2925.5,2123.0,779.0,1029.0,1281.5,1668.5,2345.0,2702.5,2750.5,2962.0,1.3780029,354.0,0.77185965,1.6450578,0.12875757,-0.030831572,0.2793435,0.36433533,2.146313,1.2955723,1.2453839,2.8430514,1.0636247,0.7256879,2.2828717,0.5007015,-17.671867,-10.443159,7.2287073,22.155,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_86_0,340.20468,2497.0,1693.0,698.0,908.5,1002.0,1459.0,2159.5,2405.0,2509.0,2657.5,1.4748967,345.0,0.67477083,1.4355301,0.19419324,0.0023971235,0.29114538,0.42922243,2.503992,1.4819846,1.1029168,2.7484865,0.9952172,0.6780136,2.492016,1.4782817,-17.007956,-9.9852915,7.0226645,22.165,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_87_0,301.68933,2380.5,1682.0,635.5,838.0,920.0,1352.5,2178.0,2453.0,2492.5,2719.5,1.4152794,343.0,0.6748245,1.447679,0.194155,0.022983788,0.33570728,0.46080586,2.7092392,1.4818668,1.097852,2.840692,0.9550652,0.70657426,2.5875,1.7650381,-15.746068,-8.755903,6.9901643,22.175,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_88_0,227.20134,2746.0,1823.0,555.5,763.0,856.0,1299.5,2139.0,2427.5,2617.5,2739.0,1.5063083,342.0,0.6964661,1.5409541,0.1789213,-0.023958236,0.3564442,0.5071254,3.057827,1.4358201,1.1218873,3.5989516,1.0490927,0.66387475,3.207944,0.6825244,-15.032183,-8.294679,6.7375035,22.185,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_89_0,-0.0,3371.5,2579.0,884.5,1179.0,1468.5,1908.5,2331.0,2580.0,2668.0,2869.0,1.3072896,347.0,0.96664166,1.6602601,0.016962074,-0.11648315,0.20104657,0.28997946,1.8168199,1.0345095,1.245547,2.8596268,1.2636807,0.7649414,2.29588,0.92740995,-18.513418,-10.279338,8.234079,22.195,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_90_0,270.0,3162.0,2580.0,885.5,1172.5,1534.5,1821.5,2045.5,2248.5,2387.5,2507.0,1.2255814,354.0,1.0806283,1.7329192,-0.03875189,-0.13956213,0.15836895,0.21749108,1.5558814,0.9253876,1.308742,2.6968017,1.3243979,0.8159393,2.060606,0.50087965,-19.193521,-10.5998745,8.593647,22.205,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_91_0,35.75839,3670.5,2704.5,833.0,1139.5,1467.5,1840.0,2188.5,2418.0,2501.0,2682.5,1.3571825,360.0,1.0813675,1.7617047,-0.039093267,-0.18950012,0.18629077,0.26042587,1.7042589,0.92475504,1.2878455,3.2211497,1.467613,0.7368206,2.5011926,1.713914,-19.429226,-11.787269,7.641958,22.215,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_92_0,227.20937,3209.5,2148.5,623.5,860.5,994.5,1482.0,2035.5,2283.0,2443.0,2624.0,1.493833,374.0,0.8794515,1.595028,0.06414026,-0.13560371,0.27812958,0.42138183,2.4565108,1.1370723,1.1557235,3.7298083,1.3137536,0.66941893,3.2272499,1.3650615,-16.566002,-9.723359,6.842642,22.225,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_93_0,24.84413,2673.5,1669.5,500.5,709.0,836.5,1334.0,2016.0,2317.5,2533.0,2637.5,1.6013776,378.0,0.6590999,1.6713287,0.20547293,-0.026985498,0.3282135,0.50348717,3.0280933,1.5172207,1.1798308,3.770804,1.0554678,0.6244623,3.196055,3.5726433,-16.231174,-8.585202,7.645973,22.235,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_94_0,90.0,2057.5,1179.0,464.0,637.0,606.0,1095.5,2105.5,2457.0,2624.0,2723.0,1.745123,380.0,0.44931403,1.3060344,0.3799632,0.121008225,0.4262145,0.6247678,4.330033,2.225615,0.95133436,3.2299843,0.7841082,0.5730255,3.3952146,1.5027671,-14.485413,-7.0698786,7.415534,22.245,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_95_0,132.78441,2243.0,1370.0,477.5,675.5,653.5,1164.0,1929.0,2199.5,2266.0,2448.0,1.6372262,391.0,0.6045896,1.3685864,0.24642465,0.005100909,0.3554817,0.5523206,3.4674828,1.6540146,0.96743155,3.3205032,0.98985,0.6107891,3.4322877,2.0473485,-14.571363,-7.4530253,7.1183376,22.255,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_96_0,37.66221,2156.0,1319.5,509.0,798.5,777.5,1313.0,2094.5,2405.0,2571.0,2732.0,1.6339523,449.0,0.5132244,1.5275049,0.32168102,0.08779353,0.35080346,0.53561294,3.3067524,1.9484653,0.9737007,2.7000625,0.8385842,0.612013,2.7729905,12.118096,-13.408882,-6.4195585,6.9893236,22.265,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_97_0,194.2662,2061.0,1326.0,431.0,647.0,686.5,1166.5,1891.0,2160.5,2268.0,2427.0,1.5542986,430.0,0.58465606,1.5928074,0.2621035,0.047817048,0.35077223,0.5352852,3.3037145,1.7104073,1.061051,3.1854713,0.90873015,0.643377,3.002185,15.851828,-13.967734,-7.4488583,6.5188756,22.275,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_98_0,38.166546,2069.5,1138.5,464.0,644.5,631.0,1063.5,1854.5,2139.0,2233.5,2400.5,1.8177426,420.0,0.5097381,1.3599138,0.3247331,0.038112946,0.38596997,0.5594345,3.5396197,1.9617919,0.97905356,3.2110162,0.9265726,0.5501329,3.2797148,6.4607553,-14.4956875,-7.178639,7.3170485,22.285,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_99_0,282.2819,2359.0,1602.0,594.0,775.5,790.5,1244.5,2042.5,2396.5,2527.5,2662.0,1.4725343,424.0,0.63382787,1.330808,0.22411914,0.03448276,0.36285678,0.52350813,3.1973433,1.5777154,1.0193423,3.0419085,0.93333334,0.6791013,2.9841871,8.653815,-16.797346,-9.348343,7.449003,22.294999999999998,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_100_0,227.2257,2094.0,1360.5,461.0,619.5,673.0,1091.5,1792.0,2093.0,2146.0,2360.5,1.53914,394.0,0.6339702,1.4598699,0.22401255,0.012264151,0.367613,0.5225257,3.1887074,1.5773612,1.08636,3.3801453,0.97576886,0.64971346,3.1114414,2.0477383,-15.131644,-7.744376,7.3872685,22.305,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_101_0,76.97772,2307.0,1435.5,453.5,612.5,626.5,1085.5,1817.0,2124.5,2256.5,2371.5,1.6071055,438.0,0.6361622,1.3814774,0.2223727,-0.011066068,0.37199885,0.56538326,3.6017559,1.5719261,1.0228572,3.7665305,1.0223798,0.62223667,3.6823623,2.0571885,-14.994474,-7.445926,7.548548,22.315,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_102_0,15.1233635,2402.5,1638.0,464.0,627.5,661.0,1119.5,1914.0,2157.5,2272.5,2397.0,1.4667277,446.0,0.72079206,1.424569,0.16225547,-0.027807487,0.36328736,0.54934376,3.4379728,1.3873626,1.0533864,3.8286853,1.0572057,0.6817898,3.6346445,1.9208117,-14.6381035,-7.9740615,6.664042,22.325,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_103_0,203.38579,2687.0,1836.5,507.0,723.0,935.0,1339.5,1900.0,2154.5,2271.0,2430.0,1.4631091,453.0,0.8086746,1.8441814,0.10578211,-0.0839048,0.28929567,0.41671866,2.428877,1.2365913,1.2932227,3.7164593,1.1831793,0.683476,2.8737967,5.0394664,-15.216967,-8.281046,6.9359207,22.335,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_104_0,-0.0,2583.5,1867.0,698.5,912.5,1177.0,1429.0,1917.0,2148.5,2201.5,2338.0,1.3837707,474.0,0.84805816,1.6850394,0.08221703,-0.07983281,0.24130608,0.30324107,1.8704333,1.1791644,1.289863,2.8312328,1.1735181,0.72266304,2.1949873,0.92740995,-17.283375,-9.694626,7.5887485,22.345,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_105_0,57.081295,2442.0,1723.5,529.5,671.5,868.0,1180.5,1749.5,1976.5,2086.0,2264.0,1.4168843,477.0,0.8262224,1.6392823,0.09515685,-0.07862191,0.31455943,0.41232228,2.403226,1.2103279,1.2926284,3.6366343,1.1706616,0.70577395,2.813364,5.951867,-14.527856,-7.1034493,7.4244065,22.355,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_106_0,-0.0,2256.5,1599.5,640.0,818.0,978.5,1336.5,1989.5,2214.5,2378.5,2483.0,1.4107534,464.0,0.67248267,1.5289062,0.19582705,0.026321467,0.30017018,0.41703904,2.4307613,1.4870272,1.1962103,2.7585576,0.94870716,0.70884115,2.3060808,2.7802885,-16.74195,-9.620314,7.1216354,22.365,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_107_0,252.86873,2290.0,1684.5,608.0,799.0,1074.5,1366.0,1856.5,1960.5,2048.5,2216.0,1.3594538,443.0,0.822309,1.7672697,0.097508706,-0.0556644,0.2372976,0.3118796,1.9064682,1.2160878,1.344806,2.8660827,1.1178912,0.7355895,2.131224,1.5739603,-17.362003,-9.290084,8.071919,22.375,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_108_0,252.86989,2241.0,1483.0,628.0,847.5,914.5,1336.0,1996.5,2234.0,2331.0,2483.0,1.511126,430.0,0.63620764,1.4562101,0.22233875,0.01968504,0.3003404,0.43645048,2.5489337,1.571814,1.079056,2.6442478,0.96138996,0.6617581,2.4505193,1.5740635,-16.058159,-9.314587,6.7435718,22.385,79.99499999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
50_0_0,312.9738,1929.0,922.0,482.0,685.0,573.0,1111.0,2296.0,2780.0,2931.0,3044.0,2.092191,376.0,0.3145684,1.1887966,0.5214119,0.20617284,0.46522263,0.6729452,5.1151834,3.178959,0.83649635,2.8160584,0.65813714,0.47796786,3.366492,9.438093,-15.290144,-8.756898,6.533246,21.305,80.005,"{""type"":""MultiPoint"",""coordinates"":[]}"
50_1_0,341.72238,1980.0,1006.0,427.0,605.0,558.0,1019.0,2092.0,2496.0,2601.0,2755.0,1.9681909,351.0,0.38677433,1.3067915,0.44219574,0.13555992,0.4599894,0.6467236,4.66129,2.5854871,0.92231405,3.2727273,0.76124567,0.5080808,3.548387,6.3232136,-15.6055,-8.893846,6.7116556,21.315,80.005,"{""type"":""MultiPoint"",""coordinates"":[]}"
50_2_0,149.18864,1839.0,959.0,378.0,527.0,515.0,957.0,1824.0,2227.0,2413.0,2498.0,1.9176226,362.0,0.3974306,1.3624339,0.4311981,0.1349953,0.44602028,0.64822406,4.6854367,2.5161626,0.9772296,3.4895635,0.76212186,0.52147907,3.5708737,9.627555,-13.975553,-7.212368,6.763184,21.325,80.005,"{""type"":""MultiPoint"",""coordinates"":[]}"
50_3_0,147.21257,1790.0,1261.0,672.0,957.0,1030.0,1316.0,1420.0,1572.0,1445.0,1507.0,1.4195083,317.0,0.87266433,1.5327381,0.067997046,-0.10664606,0.06765852,0.16767676,1.4029126,1.145916,1.07628,1.8704284,1.2387543,0.70446926,1.7378641,2.7560115,-23.568254,-15.800444,7.7678103,21.335,80.005,"{""type"":""MultiPoint"",""coordinates"":[]}"
50_4_0,132.9659,1920.0,1149.0,428.0,624.0,588.0,1045.0,1961.0,2314.0,2356.0,2596.0,1.6710182,314.0,0.48769102,1.3738317,0.34436518,0.10196445,0.42598188,0.6005435,4.0068026,2.0504787,0.9423077,3.0769231,0.8149406,0.5984375,3.2653062,2.7196145,-14.595371,-7.422079,7.1732917,21.345,80.005,"{""type"":""MultiPoint"",""coordinates"":[]}"
50_5_0,90.0,2483.0,1645.0,543.0,804.0,825.0,1306.0,2026.0,2322.0,2417.0,2596.0,1.5094225,308.0,0.68059576,1.519337,0.19005416,-0.013469388,0.3305997,0.4910549,2.929697,1.4693009,1.0261194,3.0883086,1.0273066,0.66250503,3.009697,1.4934633,-15.537837,-8.714553,6.8232846,21.355,80.005,"{""type"":""MultiPoint"",""coordinates"":[]}"
50_6_0,-0.0,3282.0,2363.0,790.0,1068.0,1258.0,1752.0,2327.0,2605.0,2725.0,2946.0,1.3889124,299.0,0.86715597,1.5924051,0.0711478,-0.09272515,0.2541507,0.36831534,2.1661367,1.1531951,1.1779026,3.0730338,1.2044036,0.7199878,2.608903,1.3909631,-17.6843,-11.350149,6.33415,21.365,80.005,"{""type"":""MultiPoint"",""coordinates"":[]}"
50_7_0,354.067,2681.0,1539.0,610.0,867.0,847.0,1558.0,2672.0,2967.0,3124.0,3275.0,1.7420403,313.0,0.49263763,1.3885245,0.33990994,0.076313525,0.3552659,0.5734072,3.6883116,2.0298896,0.9769319,3.0922723,0.85819465,0.5740395,3.1652892,14.158142,-15.958427,-9.31738,6.641048,21.375,80.005,"{""type"":""MultiPoint"",""coordinates"":[]}"
50_8_0,-0.0,2867.0,2062.0,717.0,1007.0,1197.0,1612.0,2167.0,2417.0,2517.0,2706.0,1.3903977,293.0,0.81922925,1.6694561,0.09936667,-0.065007426,0.25335804,0.35541195,2.102757,1.2206595,1.1886792,2.8470705,1.1390544,0.7192187,2.3951545,0.92740995,-17.362364,-10.6213045,6.7410603,21.384999999999998,80.005,"{""type"":""MultiPoint"",""coordinates"":[]}"
50_9_0,208.23605,2793.0,1851.0,718.0,994.0,1125.0,1633.0,2294.0,2581.0,2689.0,2906.0,1.5089141,295.0,0.68836,1.5668523,0.1845815,-0.018971179,0.28045824,0.41006818,2.3902223,1.4527283,1.1317908,2.809859,1.0386761,0.66272825,2.4826667,1.0526452,-17.582815,-10.680759,6.9020557,21.395,80.005,"{""type"":""MultiPoint"",""coordinates"":[]}"
50_10_0,132.9543,2597.0,1801.0,673.0,922.0,1068.0,1487.0,2221.0,2488.0,2605.0,2768.0,1.4419767,295.0,0.69136274,1.5869242,0.18247844,0.00153787,0.30105758,0.41845903,2.4391387,1.4464186,1.1583514,2.8167028,0.996929,0.6934925,2.431648,1.3608694,-16.20486,-9.702675,6.5021863,21.405,80.005,"{""type"":""MultiPoint"",""coordinates"":[]}"
50_11_0,28.239418,2811.0,1928.0,659.0,927.0,1056.0,1508.0,2140.0,2394.0,2483.0,2683.0,1.4579875,306.0,0.7764801,1.602428,0.12582181,-0.06195693,0.2803627,0.40322125,2.3513258,1.287863,1.1391586,3.0323625,1.1320983,0.6858769,2.6619318,1.0526783,-17.630915,-10.693054,6.937861,21.415,80.005,"{""type"":""MultiPoint"",""coordinates"":[]}"
50_12_0,294.95947,3015.0,2069.0,700.0,989.0,1101.0,1562.0,2267.0,2549.0,2631.0,2856.0,1.4572257,302.0,0.786393,1.5728571,0.119574465,-0.06801275,0.29289272,0.40996784,2.3896458,1.2716289,1.1132457,3.048534,1.1459521,0.6862355,2.7384195,1.0988476,-18.007584,-11.308295,6.699289,21.425,80.005,"{""type"":""MultiPoint"",""coordinates"":[]}"
50_13_0,212.80525,2952.0,1990.0,729.0,943.0,1040.0,1510.0,2124.0,2369.0,2461.0,2650.0,1.483417,296.0,0.8086144,1.4266118,0.10581892,-0.090707555,0.27403846,0.40588403,2.3663461,1.2366834,1.1028632,3.1304348,1.1995124,0.67411923,2.8384616,2.7565634,-17.659113,-10.695308,6.963805,21.435,80.005,"{""type"":""MultiPoint"",""coordinates"":[]}"
50_14_0,180.0,2972.0,2077.0,709.0,955.0,1104.0,1586.0,2205.0,2483.0,2599.0,2793.0,1.43091,292.0,0.7991535,1.5571227,0.111633874,-0.06695387,0.2756337,0.4037267,2.3541667,1.251324,1.156021,3.112042,1.1435168,0.698856,2.692029,0.46373534,-16.024183,-9.1178255,6.9063587,21.445,80.005,"{""type"":""MultiPoint"",""coordinates"":[]}"
